id,queries
ChIJK0GhsmA1K4gRTpvlOlwc_iQ,Searching for flavorful comfort food like Samosas and Butter Chicken Roti.
ChIJK0GhsmA1K4gRTpvlOlwc_iQ,I want to try unique Indian creations like Butter Chicken Poutine.
ChIJK0GhsmA1K4gRTpvlOlwc_iQ,Seeking satisfying breakfast options like Mysore Masala Dosa and Idli Vada.
ChIJ5ZFepRU1K4gRuCXNEBbjgYc,suggest a place for lunch with tasty keema kulcha and chaap rolls
ChIJ5ZFepRU1K4gRuCXNEBbjgYc,find an Indian restaurant with praised pani puri and flavorful paani
ChIJ5ZFepRU1K4gRuCXNEBbjgYc,recommend a dinner spot for malai chaap with consistent taste quality
ChIJ5ZFepRU1K4gRuCXNEBbjgYc,look for budget-friendly options with helpful service for a meal
ChIJ5ZFepRU1K4gRuCXNEBbjgYc,locate an Indian eatery that may have slow service but delicious food
ChIJBWGubn80K4gRpr7INYHmCn4,Looking for a trendy Indian restaurant with a warm atmosphere and great service.
ChIJBWGubn80K4gRpr7INYHmCn4,Seeking modern Indian dishes served family-style with generous portions.
ChIJBWGubn80K4gRpr7INYHmCn4,Interested in trying seafood and vegetarian options at an upscale Indian restaurant.
ChIJBWGubn80K4gRpr7INYHmCn4,Want to enjoy flavorful Indian-inspired cocktails along with dinner.
ChIJBWGubn80K4gRpr7INYHmCn4,Searching for a hidden gem with exceptional cuisine and moderate prices.
ChIJM0FiJ_szK4gRW4V3gNfHcI8,delicious East Indian dishes with superb curries and grills
ChIJM0FiJ_szK4gRW4V3gNfHcI8,authentic home-cooked meals reminiscent of Delhi
ChIJM0FiJ_szK4gRW4V3gNfHcI8,attentive service in a polished atmosphere for a special occasion
ChIJM0FiJ_szK4gRW4V3gNfHcI8,crispy naan paired with flavorful curries
ChIJM0FiJ_szK4gRW4V3gNfHcI8,high recommendations for Chicken 65 and birthday dinners
ChIJw5aWa58zK4gRugEFXoYq3AA,Searching for a casual dining experience with authentic Indian cuisine options like butter chicken and chicken tikka masala.
ChIJw5aWa58zK4gRugEFXoYq3AA,Looking for an Indian restaurant with vegan options and standout dishes like Pomfret fry and crispy okra fry.
ChIJw5aWa58zK4gRugEFXoYq3AA,Interested in a warm and unpretentious atmosphere to enjoy traditional Indian flavors and fast service.
ChIJw5aWa58zK4gRugEFXoYq3AA,"Seeking a place that offers reasonable pricing and good food presentation, especially for dishes like Kadhai paneer and garlic naan."
ChIJw5aWa58zK4gRugEFXoYq3AA,"Requesting information on restaurants known for their rich, buttery curries and warm hospitality, ideal for takeout."
ChIJZceX4pE1K4gRt57031s4Bq4,Looking for a laid-back Indian restaurant with contemporary classic dishes and vegetarian options in downtown Toronto.
ChIJZceX4pE1K4gRt57031s4Bq4,Seeking a highly recommended place for exceptional North Indian cuisine with a welcoming atmosphere and attentive staff.
ChIJZceX4pE1K4gRt57031s4Bq4,Interested in a restaurant that offers a perfect dining experience for special occasions like birthdays with impressive vegetarian and gluten-free options.
ChIJZceX4pE1K4gRt57031s4Bq4,"Searching for a spot in Toronto known for kababs, changezi chicken, and highway paneer butter masala, rated 10/10 by guests."
ChIJZceX4pE1K4gRt57031s4Bq4,Desiring a restaurant with efficient service and a memorable ambiance that promises a fantastic culinary journey through India.
ChIJ53MsdJU1K4gRxVe9imsy8xg,looking for a casual dining atmosphere with Indian dishes
ChIJ53MsdJU1K4gRxVe9imsy8xg,interested in a buffet option featuring vegetarian and non-vegetarian dishes
ChIJ53MsdJU1K4gRxVe9imsy8xg,want to try crispy dosa and flavorful butter dosa
ChIJ53MsdJU1K4gRxVe9imsy8xg,seeking a restaurant with excellent service and personal touches
ChIJ53MsdJU1K4gRxVe9imsy8xg,desiring a clean restaurant with good food despite salty dishes
ChIJbQns_B0zK4gRgTKNjhPnYbo,Find an authentic Indian restaurant in North York for dinner.
ChIJbQns_B0zK4gRgTKNjhPnYbo,Looking for a cozy restaurant with traditional Indian flavors.
ChIJbQns_B0zK4gRgTKNjhPnYbo,Suggest a place known for Bhalla Papdi Chaat and Fried Veg Chilli Momos.
ChIJbQns_B0zK4gRgTKNjhPnYbo,Searching for Indian dishes with delicious flavors like lamb curry and Shahi Subz Biryani.
ChIJbQns_B0zK4gRgTKNjhPnYbo,Need a restaurant that offers a mix of Indian and Hakka cuisine.
ChIJUUrHNgDL1IkRUAhwFDLhACQ,fine-dining Indian restaurant with excellent service
ChIJUUrHNgDL1IkRUAhwFDLhACQ,authentic Indian cuisine focused on Chicken Biryani
ChIJUUrHNgDL1IkRUAhwFDLhACQ,modern and cozy atmosphere for special occasions
ChIJUUrHNgDL1IkRUAhwFDLhACQ,restaurant near Union Station with flavorful meals
ChIJUUrHNgDL1IkRUAhwFDLhACQ,recommended drinks including Maharajas Mule cocktail
ChIJ6QFtDG81K4gRcsXqXrbLohk,looking for a cozy atmosphere for special occasions
ChIJ6QFtDG81K4gRcsXqXrbLohk,interested in flavorful Indian dishes without overwhelming spices
ChIJ6QFtDG81K4gRcsXqXrbLohk,seeking generous portions of modern Indian cuisine
ChIJ6QFtDG81K4gRcsXqXrbLohk,want an attentive dining experience with warm service
ChIJ6QFtDG81K4gRcsXqXrbLohk,searching for a place that offers unique lentil patty amuse-bouche
ChIJBfpnjGQ1K4gRtG2vbDCjFLI,Looking for affordable Indian street food options priced between $5 and $15.
ChIJBfpnjGQ1K4gRtG2vbDCjFLI,Searching for places with authentic Vada Pav and masala fries.
ChIJBfpnjGQ1K4gRtG2vbDCjFLI,Seeking a restaurant with a great atmosphere and top-notch service.
ChIJBfpnjGQ1K4gRtG2vbDCjFLI,Interested in trying unique dishes like misal pav and sabudana vada.
ChIJBfpnjGQ1K4gRtG2vbDCjFLI,"Desiring a spot for Indian street food suitable for breakfast, brunch, or dinner."
ChIJz_2LzCYzK4gRloFZ31ewMd8,Looking for an easygoing bar with a Bollywood theme and Indian fusion food for dinner.
ChIJz_2LzCYzK4gRloFZ31ewMd8,Desiring a lively atmosphere with bold flavors and artful presentation in Midtown Toronto.
ChIJz_2LzCYzK4gRloFZ31ewMd8,Seeking recommendations for appetizers like Sigiri Chicken Tikka and Delhi Special Gol Gappa at happy hour prices.
ChIJz_2LzCYzK4gRloFZ31ewMd8,Want to enjoy flavorful dishes like Mutton Rogan Gosht and Butter Chicken with garlic naan in a group setting.
ChIJz_2LzCYzK4gRloFZ31ewMd8,Interested in a vibrant dining destination with great music and a dance floor after 11 PM.
ChIJq50AO4s0K4gR3Z4NftU2B40,Looking for a family-friendly South Indian restaurant with quick service.
ChIJq50AO4s0K4gR3Z4NftU2B40,Desiring a variety of dishes including Chettinad Biryani and Masala Dosa for a group meal.
ChIJq50AO4s0K4gR3Z4NftU2B40,Seeking a place with a welcoming atmosphere and outdoor seating for brunch or dinner.
ChIJq50AO4s0K4gR3Z4NftU2B40,Interested in trying unique desserts like Mango Ginger Ice Cream after a flavorful meal.
ChIJq50AO4s0K4gR3Z4NftU2B40,Requiring an Indian restaurant with reasonable prices and attentive staff for a pleasant dining experience.
ChIJGbOeTY7L1IkR1PgA2DKu_xg,Looking for a casual dining experience with flavorful Indian momos
ChIJGbOeTY7L1IkR1PgA2DKu_xg,Craving for unique momo flavors like Chilli Oil and Afghani Soya Chaap
ChIJGbOeTY7L1IkR1PgA2DKu_xg,Seeking a welcoming atmosphere for dinner featuring Shahi Paneer Momos
ChIJGbOeTY7L1IkR1PgA2DKu_xg,Interested in a late-night spot renowned for rich and well-seasoned momos
ChIJGbOeTY7L1IkR1PgA2DKu_xg,Desiring friendly service while enjoying authentic Indian dishes
ChIJLeaBZbDL1IkRmkl8aHLcu-w,Looking for a casual Indian meal with flavorful homemade dishes.
ChIJLeaBZbDL1IkRmkl8aHLcu-w,Interested in trying a veg thali with Shahi Paneer and Dal Makhni.
ChIJLeaBZbDL1IkRmkl8aHLcu-w,Seeking highly praised butter chicken and chicken curry with generous portions.
ChIJLeaBZbDL1IkRmkl8aHLcu-w,Searching for a restaurant with excellent customer service and a friendly atmosphere.
ChIJLeaBZbDL1IkRmkl8aHLcu-w,Wanting an unassuming spot for reasonably priced authentic Indian cuisine.
ChIJ_6IWzFE1K4gRMlZNVxvSN-M,Looking for a vibrant atmosphere and flavorful Indian or Indo-Chinese dishes.
ChIJ_6IWzFE1K4gRMlZNVxvSN-M,Seeking vegetarian options like chole bhatoore and chilly veg momos.
ChIJ_6IWzFE1K4gRMlZNVxvSN-M,In search of a casual dinner place with a cozy ambiance and cocktails.
ChIJ_6IWzFE1K4gRMlZNVxvSN-M,Desiring flavorful chicken dishes such as Manchurian chicken gravy or tender momos.
ChIJ_6IWzFE1K4gRMlZNVxvSN-M,"Wanting to enjoy a diverse selection of dishes with friends, despite potential slow service."
ChIJt3YF5Hw1K4gRhL_7Tt0hO-o,Seeking a cozy ambiance with exceptional service for dining in Toronto
ChIJt3YF5Hw1K4gRhL_7Tt0hO-o,Looking for must-try appetizers like Kali Miri Chicken and Amritsari Fish Tikka
ChIJt3YF5Hw1K4gRhL_7Tt0hO-o,Desiring rich main courses such as Dal Tadka and Mutton Korma with fresh naan
ChIJt3YF5Hw1K4gRhL_7Tt0hO-o,In search of delicious desserts like saffron-infused rasmalai after dinner
ChIJt3YF5Hw1K4gRhL_7Tt0hO-o,Wanting a restaurant that offers artistic presentation and flavorful dishes
ChIJPX9hKTkzK4gRwSE23oK3wv4,Find a stylish Indian restaurant with cozy ambiance and a varied menu.
ChIJPX9hKTkzK4gRwSE23oK3wv4,Recommend a place for butter chicken and garlic naan with a relaxed setting.
ChIJPX9hKTkzK4gRwSE23oK3wv4,Look for an Indian restaurant with a charming patio and masala chai.
ChIJPX9hKTkzK4gRwSE23oK3wv4,Suggest a restaurant serving coconut chicken and lamb curry despite service issues.
ChIJPX9hKTkzK4gRwSE23oK3wv4,Locate an Indian eatery known for close-to-authentic dishes and reasonable pricing.
ChIJN4M-L7E1K4gRp8TB9pS5nFo,Looking for a brunch spot with unique dishes like Chicken Benny and kheema omelette paratha.
ChIJN4M-L7E1K4gRp8TB9pS5nFo,"Seeking a lively atmosphere with vibrant music, ideal for South Asian fusion cuisine."
ChIJN4M-L7E1K4gRp8TB9pS5nFo,"Desiring dessert recommendations, especially standout options like gulab jamun French toast."
ChIJN4M-L7E1K4gRp8TB9pS5nFo,Interested in a restaurant with welcoming staff despite concerns about cramped seating.
ChIJN4M-L7E1K4gRp8TB9pS5nFo,"Searching for recommendations balancing richness in dishes, possibly with side salad options."
ChIJdwfed-w1K4gR9gfvX32FHJY,Looking for a relaxed atmosphere with traditional South Indian cuisine.
ChIJdwfed-w1K4gR9gfvX32FHJY,Interested in trying crispy dosa and spicy chilli idli at a vibrant restaurant.
ChIJdwfed-w1K4gR9gfvX32FHJY,Searching for generous portions and reasonable prices in South Indian vegetarian fare.
ChIJdwfed-w1K4gR9gfvX32FHJY,Seeking a restaurant with prompt service and authentic Sambar for Masala Dosa.
ChIJdwfed-w1K4gR9gfvX32FHJY,Want to sample Tomato Onion Uttapam and Paper Masala Dosa in a pleasing ambiance.
ChIJsRuheITN1IkRg9J-iEk-JPM,Looking for a restaurant with the best momos in Toronto.
ChIJsRuheITN1IkRg9J-iEk-JPM,Seeking a calm atmosphere with friendly service and reasonable prices.
ChIJsRuheITN1IkRg9J-iEk-JPM,"Want to try some Indian food, especially momos, after reading mixed reviews."
ChIJsRuheITN1IkRg9J-iEk-JPM,Searching for a place with both quality food and professional staff to guide the menu.
ChIJsRuheITN1IkRg9J-iEk-JPM,Interested in an Indian restaurant that has potential but needs improvements in ambiance and cleanliness.
ChIJj3g6HUQ1K4gRdHk3x1m52WQ,Suggestions for vibrant and flavorful Indian street food
ChIJj3g6HUQ1K4gRdHk3x1m52WQ,Best places for paneer naan and delicious chaats
ChIJj3g6HUQ1K4gRdHk3x1m52WQ,Recommendations for Indian dishes like pav bhaji and samosas
ChIJj3g6HUQ1K4gRdHk3x1m52WQ,Seeking a restaurant with amazing service and variety
ChIJj3g6HUQ1K4gRdHk3x1m52WQ,Looking for Indian cuisine with a standout dish like gobi Manchurian
ChIJxS7ypuM1K4gRSBzhgMmRgJo,Looking for a pleasant atmosphere with good customer service and Indian food options.
ChIJxS7ypuM1K4gRSBzhgMmRgJo,Craving non-greasy Indian curries served timely in a clean environment.
ChIJxS7ypuM1K4gRSBzhgMmRgJo,In search of an Indian restaurant that prioritizes food safety and quality.
ChIJxS7ypuM1K4gRSBzhgMmRgJo,Seeking alternatives to Indian eateries due to reported food poisoning and service delays.
ChIJxS7ypuM1K4gRSBzhgMmRgJo,Desiring flavorful vegetarian dishes without excessive spiciness in a well-maintained restaurant.
ChIJsdxx1Gs1K4gRX8Ur1YwzkqU,Looking for a restaurant with traditional Indian cuisine for dinner.
ChIJsdxx1Gs1K4gRX8Ur1YwzkqU,Seeking a place with excellent Butter Chicken and Biryani dishes.
ChIJsdxx1Gs1K4gRX8Ur1YwzkqU,Interested in a warm and inviting ambiance with attentive service.
ChIJsdxx1Gs1K4gRX8Ur1YwzkqU,"Desiring creative cocktails to accompany a meal, especially a paan cocktail."
ChIJsdxx1Gs1K4gRX8Ur1YwzkqU,Searching for a restaurant suitable for a special occasion with high-quality service.
ChIJZ_2r2U7L1IkROpvB0ce4F44,Looking for Indian street food for brunch with vibrant atmosphere.
ChIJZ_2r2U7L1IkROpvB0ce4F44,Searching for recommendations on Aloo parantha and pav bhaji at an Indian restaurant.
ChIJZ_2r2U7L1IkROpvB0ce4F44,Interested in a place with free chai refills and samosa combo.
ChIJZ_2r2U7L1IkROpvB0ce4F44,Seeking a restaurant with friendly service and authentic Indian flavors.
ChIJZ_2r2U7L1IkROpvB0ce4F44,Want to try gobi bites and enjoy an overall satisfying dining experience.
ChIJJTPARAk1K4gRHU1dSyFN7ds,Searching for an Indian restaurant with authentic Mumbai cuisine for dinner
ChIJJTPARAk1K4gRHU1dSyFN7ds,Looking for a casual dining spot with a warm ambiance for family gatherings
ChIJJTPARAk1K4gRHU1dSyFN7ds,Seeking out a place that serves flavorful curries and Mumbai street food specialties
ChIJJTPARAk1K4gRHU1dSyFN7ds,Interested in trying unique cocktails like Virgin Mojito and Mango Bite alongside Indian dishes
ChIJJTPARAk1K4gRHU1dSyFN7ds,"Finding a restaurant renowned for samosas, pani puri, and paneer tikka masala offerings"
ChIJF4XBnK80K4gR4vAM74m0ERQ,Looking for a cozy Indian restaurant in Yorkville Village with traditional dishes.
ChIJF4XBnK80K4gR4vAM74m0ERQ,Searching for a family-friendly eatery that serves generous portions of biryani and samosas.
ChIJF4XBnK80K4gR4vAM74m0ERQ,Seeking a vibrant atmosphere for a lunch deal that includes Thali with naan and curries.
ChIJF4XBnK80K4gR4vAM74m0ERQ,Desiring an Indian restaurant known for its butter chicken and aloo gobi with friendly service.
ChIJF4XBnK80K4gR4vAM74m0ERQ,Interested in a place with a diverse Indian menu and highlighted naan options like panned kulcha.
ChIJ0ywST9c0K4gR3rPkVpY7Hw0,Looking for a cozy Indian restaurant with traditional dishes and a clean atmosphere.
ChIJ0ywST9c0K4gR3rPkVpY7Hw0,Searching for a place to enjoy flavorful butter chicken with rice and roti.
ChIJ0ywST9c0K4gR3rPkVpY7Hw0,Desiring an intimate dining experience despite potential seating issues.
ChIJ0ywST9c0K4gR3rPkVpY7Hw0,Wanting to try standout eggplant dishes at an Indian eatery with a mixed reputation.
ChIJ0ywST9c0K4gR3rPkVpY7Hw0,Interested in Indian cuisine that offers both delicious and inconsistent food options.
ChIJkaMmyKQ0K4gRftCSMgGdiIc,Looking for a restaurant that serves authentic North Indian cuisine with both vegan and non-vegan options.
ChIJkaMmyKQ0K4gRftCSMgGdiIc,Seeking a place to enjoy signature dishes like Butter Chicken and Rajasthaani Lamb curry in a spacious setting.
ChIJkaMmyKQ0K4gRftCSMgGdiIc,Interested in a restaurant that offers a popular buffet featuring a variety of flavorful dishes.
ChIJkaMmyKQ0K4gRftCSMgGdiIc,Searching for an Indian restaurant with a nice patio and attentive service for an elevated dining experience.
ChIJkaMmyKQ0K4gRftCSMgGdiIc,"Desiring a dinner spot known for garlic-ginger based curries and flavorful biriyanis, despite mixed reviews on dish quality."
ChIJJwgicAM1K4gRpHj_bTVDsUw,Looking for a casual eatery with a variety of Indian curries and wraps.
ChIJJwgicAM1K4gRpHj_bTVDsUw,Seeking recommendations for lamb dishes and mango lassi specifically.
ChIJJwgicAM1K4gRpHj_bTVDsUw,Interested in brunch options that include Chicken Qorma and Lamb Biryani.
ChIJJwgicAM1K4gRpHj_bTVDsUw,Desiring a pleasant atmosphere with good service in an Indian restaurant.
ChIJJwgicAM1K4gRpHj_bTVDsUw,Checking for any issues with the evening snacks like samosas being oily or undercooked.
ChIJJRL_Ros0K4gRM8kCsKvdkCE,Looking for a relaxed Indian restaurant offering a diverse lunch buffet with takeout and delivery options.
ChIJJRL_Ros0K4gRM8kCsKvdkCE,"Searching for a cozy dining spot serving authentic North and South Indian dishes, particularly tandoori chicken and kebabs."
ChIJJRL_Ros0K4gRM8kCsKvdkCE,Interested in vegetarian and vegan-friendly Indian cuisine with dishes like palak paneer and veggie biryani.
ChIJJRL_Ros0K4gRM8kCsKvdkCE,Seeking a casual dining experience reminiscent of India with attentive service and a comfortable ambiance.
ChIJJRL_Ros0K4gRM8kCsKvdkCE,"Desiring a place to enjoy a satisfying Indian meal, especially suitable for dinner or a casual brunch."
ChIJ3yu91rU0K4gRmEjljunRp3c,"Indian restaurant with a relaxed, contemporary setting"
ChIJ3yu91rU0K4gRmEjljunRp3c,Options for lunch featuring Indian street food
ChIJ3yu91rU0K4gRmEjljunRp3c,Customer experience impacted by poor service
ChIJ3yu91rU0K4gRmEjljunRp3c,"Dishes known for disappointing taste, like vada paav and momos"
ChIJ3yu91rU0K4gRmEjljunRp3c,Avoid mutton biryani described as tasteless and poorly executed
ChIJPT224nEzK4gRv3ZAA45ls3g,looking for authentic Indian flavors and specialties like butter chicken
ChIJPT224nEzK4gRv3ZAA45ls3g,want a modern venue with a patio for a casual dinner
ChIJPT224nEzK4gRv3ZAA45ls3g,interested in trying traditional spicy dishes with a focus on flavor
ChIJPT224nEzK4gRv3ZAA45ls3g,seeking a restaurant with fast and friendly service for a special occasion
ChIJPT224nEzK4gRv3ZAA45ls3g,searching for reasonably priced Indian cuisine despite mixed reviews
ChIJG1lgE9vL1IkRFXE3Zld2J1M,Looking for a restaurant that specializes in Indian breakfast and brunch dishes.
ChIJG1lgE9vL1IkRFXE3Zld2J1M,Seeking a place with large masala dosa but be wary of inconsistent freshness.
ChIJG1lgE9vL1IkRFXE3Zld2J1M,Desiring a location that serves flavorful dosa with sambar and mango lassi.
ChIJG1lgE9vL1IkRFXE3Zld2J1M,In search of an Indian restaurant with mixed reviews on service and food quality.
ChIJG1lgE9vL1IkRFXE3Zld2J1M,Searching for a convenient spot for a quick meal in a busy area.
ChIJ0eqGSjkzK4gRWlA-wNbfEoA,Looking for a cozy restaurant with an inviting atmosphere for a relaxing meal.
ChIJ0eqGSjkzK4gRWlA-wNbfEoA,Searching for a place that serves flavorful Indonesian dishes like lamb skewers and fried chicken.
ChIJ0eqGSjkzK4gRWlA-wNbfEoA,Interested in a dining spot that offers unique whole lettuce wraps as a menu highlight.
ChIJ0eqGSjkzK4gRWlA-wNbfEoA,Seeking a restaurant with attentive staff that provides great food and drink recommendations.
ChIJ0eqGSjkzK4gRWlA-wNbfEoA,Desiring a venue perfect for dates with high-quality cuisine and a positive vibe.
ChIJkbCRXjk1K4gRllVlGoQd4IY,Looking for tasty Indonesian takeout with friendly service.
ChIJkbCRXjk1K4gRllVlGoQd4IY,Seeking authentic Beef Rendang and Lamb Satay for a casual meal.
ChIJkbCRXjk1K4gRllVlGoQd4IY,"Interested in a quick, affordable spot for lunch or dinner."
ChIJkbCRXjk1K4gRllVlGoQd4IY,Searching for a place with flavorful Thai Iced Tea and Milk Tea options.
ChIJkbCRXjk1K4gRllVlGoQd4IY,Desiring a cozy atmosphere with traditional Indonesian snacks and mains.
ChIJAdFP5kHT1IkRuvwqVQ2W4E0,Looking for a restaurant with authentic Indonesian cuisine and flavorful dishes.
ChIJAdFP5kHT1IkRuvwqVQ2W4E0,"Searching for a place with a welcoming atmosphere and friendly service, preferably with a chef interacting with guests."
ChIJAdFP5kHT1IkRuvwqVQ2W4E0,Interested in a weekend menu featuring exclusive Indonesian dishes and ample vegetarian options.
ChIJAdFP5kHT1IkRuvwqVQ2W4E0,"Seeking a restaurant known for its Nasi Kuning Combo, Mie Jawa, and mixed sate skewers."
ChIJAdFP5kHT1IkRuvwqVQ2W4E0,Want to find a spot that offers unique desserts like a refreshing coconut drink and has prepaid parking.
ChIJgR-caiHL1IkR9dlRJGs2o0o,Looking for a restaurant that offers traditional Sudanese dishes with authentic flavors.
ChIJgR-caiHL1IkR9dlRJGs2o0o,Seeking a dining experience with a welcoming atmosphere and friendly staff.
ChIJgR-caiHL1IkR9dlRJGs2o0o,Interested in a place for breakfast or dinner featuring flavorful stews and spices.
ChIJgR-caiHL1IkR9dlRJGs2o0o,In search of a restaurant that evokes memories through its culinary offerings.
ChIJgR-caiHL1IkR9dlRJGs2o0o,Desiring to explore the rich culinary culture of Sudan in a personal shopping experience.
ChIJsYOGIDQ_K4gRPBFtCM4wSvY,Looking for a cozy Indonesian restaurant with authentic dishes for dine-in.
ChIJsYOGIDQ_K4gRPBFtCM4wSvY,Seeking flavorful skewers with peanut sauce and hearty curry for takeout.
ChIJsYOGIDQ_K4gRPBFtCM4wSvY,Desiring crispy fried chicken known for its crunchiness in a casual setting.
ChIJsYOGIDQ_K4gRPBFtCM4wSvY,"Interested in trying Cendol, a sweet coconut drink that pairs well with meals."
ChIJsYOGIDQ_K4gRPBFtCM4wSvY,Searching for generous portions of Chicken Samara Nasi Padang in a welcoming atmosphere.
ChIJp41-bQDV1IkRIOVKSGHyXKs,Authentic Indonesian dishes in a clean and inviting atmosphere.
ChIJp41-bQDV1IkRIOVKSGHyXKs,Reservations recommended for larger parties at Little Jakarta.
ChIJp41-bQDV1IkRIOVKSGHyXKs,Spicy options like eggplant Balado and flavorful Nasi Padang.
ChIJp41-bQDV1IkRIOVKSGHyXKs,Must-try dishes include Soto Betawi and satay skewers with peanut sauce.
ChIJp41-bQDV1IkRIOVKSGHyXKs,Affordable Indonesian cuisine with items priced around $15.
ChIJL49MnMBJK4gRfbCIWEkyACY,Looking for authentic Nonya cuisine with beautifully presented dishes.
ChIJL49MnMBJK4gRfbCIWEkyACY,I want a memorable dining experience with flavorful meals for lunch or dinner.
ChIJL49MnMBJK4gRfbCIWEkyACY,Seeking recommendations for a restaurant famous for its exceptional food quality.
ChIJL49MnMBJK4gRfbCIWEkyACY,Interested in a place that has an array of delicious options and high customer praise.
ChIJL49MnMBJK4gRfbCIWEkyACY,Curious about the reopening of a restaurant known for its appealing Nonya dishes.
ChIJ3drP1K3L1IkRs9dv-sRYGRw,looking for an upscale Italian restaurant with a chilled atmosphere for a special occasion
ChIJ3drP1K3L1IkRs9dv-sRYGRw,want a place with a smooth booking process that can handle larger groups
ChIJ3drP1K3L1IkRs9dv-sRYGRw,interested in classic Italian dishes with standout seafood options
ChIJ3drP1K3L1IkRs9dv-sRYGRw,seeking an Italian restaurant known for beautiful plating and quality desserts
ChIJ3drP1K3L1IkRs9dv-sRYGRw,searching for a venue with potential issues in service during busy times
ChIJVTsf9Zc1K4gRIBafy961bQM,Looking for a cozy Italian restaurant with friendly service for a special occasion.
ChIJVTsf9Zc1K4gRIBafy961bQM,I want to try authentic Italian dishes including homemade pasta and polenta fries.
ChIJVTsf9Zc1K4gRIBafy961bQM,Seeking a dinner recommendation featuring creamy Gorgonzola gnocchi and mushroom linguine.
ChIJVTsf9Zc1K4gRIBafy961bQM,Searching for a place that serves a delightful limoncello tart for dessert.
ChIJVTsf9Zc1K4gRIBafy961bQM,Interested in a date night spot where the atmosphere is enjoyable despite minor service hiccups.
ChIJ_cLCqrw0K4gRA5lETR2-Rlo,looking for a cozy Italian restaurant with upscale ambiance
ChIJ_cLCqrw0K4gRA5lETR2-Rlo,seeking delicious mushroom pasta and inventive desserts
ChIJ_cLCqrw0K4gRA5lETR2-Rlo,want an intimate dining experience suitable for families
ChIJ_cLCqrw0K4gRA5lETR2-Rlo,craving Southern Italian cuisine with fresh house bread
ChIJ_cLCqrw0K4gRA5lETR2-Rlo,interested in a place that serves good wine and friendly service
ChIJZ0uJg680K4gRFd2fWmuKpQA,Looking for a romantic Italian restaurant with a rooftop patio for a special occasion.
ChIJZ0uJg680K4gRFd2fWmuKpQA,Desiring a cozy atmosphere with quick and attentive service for a birthday lunch.
ChIJZ0uJg680K4gRFd2fWmuKpQA,Interested in classic Italian dishes like Nduja pizza and flavorful pasta options.
ChIJZ0uJg680K4gRFd2fWmuKpQA,Seeking a place with well-seasoned risotto and a must-try tiramisu dessert.
ChIJZ0uJg680K4gRFd2fWmuKpQA,Wanting a dining experience that offers fresh ingredients and a chilled vibe with great wine.
ChIJm5_QX940K4gRdtM5bxGf3g4,"Looking for Italian food, preferably Southern Italian classics with a twist, in an industrial ambiance."
ChIJm5_QX940K4gRdtM5bxGf3g4,"Seeking a place with good pasta dishes like truffle pasta and pasta al fungi, with a vibrant atmosphere at night."
ChIJm5_QX940K4gRdtM5bxGf3g4,Interested in dining options that offer happy hour specials with affordable wine and discounts on certain meals.
ChIJm5_QX940K4gRdtM5bxGf3g4,"Searching for a restaurant with a good outdoor seating option like a porch, offering a lively dining experience."
ChIJm5_QX940K4gRdtM5bxGf3g4,"Finding a spot known for hearty pasta portions, despite some concerns about overly salty seasoning."
ChIJlenhJO40K4gRC4zQmla2Y64,Looking for a cozy Italian restaurant with outdoor seating in Toronto.
ChIJlenhJO40K4gRC4zQmla2Y64,Desiring Mediterranean pizza and calzone in a charming atmosphere.
ChIJlenhJO40K4gRC4zQmla2Y64,Interested in a place with flavorful spaghetti alla carbonara and rustic decor.
ChIJlenhJO40K4gRC4zQmla2Y64,Seeking an Italian spot known for its extensive menu and pizza options.
ChIJlenhJO40K4gRC4zQmla2Y64,Wanting to visit an Italian restaurant despite mixed reviews on service.
ChIJZWMyH1Y0K4gR_ebDJ9AArM8,Funky restaurant with a cozy ambiance serving Italian small plates and housemade pasta in Toronto.
ChIJZWMyH1Y0K4gR_ebDJ9AArM8,"Dining experience featuring soft and pillowy gnocchi, tagliatelle, and bucatini with a unique wine selection available."
ChIJZWMyH1Y0K4gR_ebDJ9AArM8,A charming spot for special occasions with highly acclaimed sticky toffee pudding as a dessert option.
ChIJZWMyH1Y0K4gR_ebDJ9AArM8,"Italian restaurant with attentive service, although the space can be cramped and noisy at times."
ChIJZWMyH1Y0K4gR_ebDJ9AArM8,"Venue offering a patio, cheese cave, and flavorful starters like arancini and zucchini flowers."
ChIJOWgrBpbL1IkRFiJYsu-vnwU,upscale Italian restaurant for special occasions with a unique interior
ChIJOWgrBpbL1IkRFiJYsu-vnwU,"affordable lunch special with appetizer, entree, and dessert"
ChIJOWgrBpbL1IkRFiJYsu-vnwU,"highly recommended pizza options, especially prosciutto pizza"
ChIJOWgrBpbL1IkRFiJYsu-vnwU,great dinner options like ravioli bolognese and Hot Rod pizza
ChIJOWgrBpbL1IkRFiJYsu-vnwU,restaurant with attentive service and accommodating dietary needs
ChIJz_q0JavL1IkRE02GJSCYBs0,Suggest a cozy Italian restaurant with Neapolitan pizza and housemade pasta for lunch or dinner.
ChIJz_q0JavL1IkRE02GJSCYBs0,Find a laid-back pizzeria with a diverse menu featuring Caesar Salad and gelato.
ChIJz_q0JavL1IkRE02GJSCYBs0,Looking for a restaurant with friendly service and a contemporary atmosphere serving delicious pizza and pasta.
ChIJz_q0JavL1IkRE02GJSCYBs0,Recommend a spot for enjoying Basil Limone Margarita and other flavorful drinks alongside Italian dishes.
